,stud_sentence,stud_field,AVG-W2V_all_scores,AVG-W2V_similarity,AVG-W2V_aimed_sentence,AVG-W2V_aimed_field,AVG-W2V-STOP_all_scores,AVG-W2V-STOP_similarity,AVG-W2V-STOP_aimed_sentence,AVG-W2V-STOP_aimed_field,AVG-W2V-TFIDF_all_scores,AVG-W2V-TFIDF_similarity,AVG-W2V-TFIDF_aimed_sentence,AVG-W2V-TFIDF_aimed_field,AVG-W2V-TFIDF-STOP_all_scores,AVG-W2V-TFIDF-STOP_similarity,AVG-W2V-TFIDF-STOP_aimed_sentence,AVG-W2V-TFIDF-STOP_aimed_field,WMD-W2V_all_scores,WMD-W2V_similarity,WMD-W2V_aimed_sentence,WMD-W2V_aimed_field,SIF-W2V_all_scores,SIF-W2V_similarity,SIF-W2V_aimed_sentence,SIF-W2V_aimed_field,IDStud,IDClass,Category,Accuracy_score,Code,Fieldname
960,Shrink building,3,"[0.2876546, 0.3609418, 0.48027438, 0.2636804]",0.48027437925338745,Buildings are smaller,Field3_en,"[0.2876546, 0.352008, 0.5291082, 0.2636804]",0.5291082262992859,Buildings are smaller,Field3_en,"[0.22703272506166006, 0.3312375582138435, 0.4047249244343193, 0.1901299567372734]",0.4047249244343193,Buildings are smaller,Field3_en,"[0.22703272506166006, 0.3252749522263969, 0.40545058763038433, 0.1901299567372734]",0.40545058763038433,Buildings are smaller,Field3_en,"[-3.4224303847403523, -3.2580175284385566, -2.802375189574595, -3.465789286183357]",-2.802375189574595,Buildings are smaller,Field3_en,"[-0.4915848331182754, -0.4705536302815623, -0.49359109511308547, -0.6256137455785591]",-0.4705536302815623,Concrete dries out,Field2_en,17I2F3TT1,3TT1,Beton,3,g,3
961,The original building is smaller than the original size,3,"[0.24913426, 0.27696326, 0.6531024, 0.16584654]",0.6531023979187012,Buildings are smaller,Field3_en,"[0.20908651, 0.21949583, 0.7114764, 0.18120645]",0.7114763855934143,Buildings are smaller,Field3_en,"[0.1739695308317242, 0.1995188499250725, 0.6814570129616356, 0.16873116812478858]",0.6814570129616356,Buildings are smaller,Field3_en,"[0.1618625387043642, 0.18580092826658673, 0.6891216493678458, 0.1702157163261417]",0.6891216493678458,Buildings are smaller,Field3_en,"[-3.180905614637097, -3.153293825856972, -2.286625499452654, -3.5178550471042906]",-2.286625499452654,Buildings are smaller,Field3_en,"[-0.4571476874261471, -0.4207759113386882, -0.23040288451391627, -0.6395065706394287]",-0.23040288451391627,Buildings are smaller,Field3_en,17I6FV3D,V3D,Beton,3,g,3
962,Concrete must be inspected,3,"[0.20025459, 0.46277285, 0.40197158, 0.248737]",0.46277284622192383,Concrete dries out,Field2_en,"[0.18671823, 0.49491438, 0.2909545, 0.2350148]",0.49491438269615173,Concrete dries out,Field2_en,"[0.16887617576677802, 0.36810695208724803, 0.31520815716773487, 0.2599565777240987]",0.36810695208724803,Concrete dries out,Field2_en,"[0.16446528435114866, 0.36478878396925923, 0.2961278334415328, 0.2559507406455992]",0.36478878396925923,Concrete dries out,Field2_en,"[-3.577152170879364, -2.685165363285379, -3.131620516718711, -3.713681575322151]",-2.685165363285379,Concrete dries out,Field2_en,"[-0.49184223831731344, -0.5099348750817607, -0.5144413541157806, -0.6192880283449337]",-0.49184223831731344,Central heating,Field1_en,19I4F3GA1,3GA1,Beton,0,c,3
963,Weider buildings are built on concrete,3,"[0.2779002, 0.51804316, 0.73404545, 0.3725113]",0.7340454459190369,Buildings are smaller,Field3_en,"[0.26312542, 0.5206702, 0.66556317, 0.36170575]",0.66556316614151,Buildings are smaller,Field3_en,"[0.24881944711934997, 0.44580302577626346, 0.6593208305256307, 0.3705415097602975]",0.6593208305256307,Buildings are smaller,Field3_en,"[0.2395459590495855, 0.43930370357520676, 0.6410301604581542, 0.3604647623267478]",0.6410301604581542,Buildings are smaller,Field3_en,"[-3.377101931957245, -2.639808070124824, -1.8324285243912115, -3.4619111533440594]",-1.8324285243912115,Buildings are smaller,Field3_en,"[-0.4653871710861792, -0.2972648757396949, -0.22410461361809902, -0.6093525158737427]",-0.22410461361809902,Buildings are smaller,Field3_en,19I5F3AB,3AB,Beton,0,c,3
964,This makes it possible to shrink concrete,3,"[0.25865722, 0.6019411, 0.41571227, 0.20067696]",0.6019411087036133,Concrete dries out,Field2_en,"[0.23604965, 0.61321574, 0.3628773, 0.2057397]",0.6132157444953918,Concrete dries out,Field2_en,"[0.23399920243710504, 0.5535612230069306, 0.3953158460862864, 0.1965038266378465]",0.5535612230069306,Concrete dries out,Field2_en,"[0.22685811452968624, 0.5440250890449895, 0.37181182875632707, 0.19503422054733538]",0.5440250890449895,Concrete dries out,Field2_en,"[-3.3224959972455164, -2.54325337770638, -2.9917309753352384, -3.6181384218870956]",-2.54325337770638,Concrete dries out,Field2_en,"[-0.4347596364654686, -0.1515983067763951, -0.35717529243952345, -0.5935008362654923]",-0.1515983067763951,Concrete dries out,Field2_en,20I6FG3,G3,Beton,3,g,3
965,shrinks in,3,"[0.25022534, 0.41256768, 0.28621683, 0.08718582]",0.412567675113678,Concrete dries out,Field2_en,"[0.17146963, 0.37780932, 0.20351547, 0.073739745]",0.3778093159198761,Concrete dries out,Field2_en,"[0.1801565850759813, 0.44806151313173576, 0.21858501799089547, 0.0673699810506174]",0.44806151313173576,Concrete dries out,Field2_en,"[0.17589986609338287, 0.4427392334887074, 0.20072776684623125, 0.06631794349142585]",0.4427392334887074,Concrete dries out,Field2_en,"[-3.2164783468909266, -3.0212315080378276, -3.1926972331116623, -3.835220062494278]",-3.0212315080378276,Concrete dries out,Field2_en,"[-0.5798634414312814, -0.777285840974583, -0.5850410277239182, -0.5172885773308132]",-0.5172885773308132,Elevators Bliven hang,Field4_en,2I3O2VB,2VB,Beton,3,g,3
966,shrink buildings (concrete shrinking),3,"[0.28987852, 0.52793473, 0.6198415, 0.29448527]",0.6198415160179138,Buildings are smaller,Field3_en,"[0.28987852, 0.5390929, 0.6534055, 0.29448527]",0.653405487537384,Buildings are smaller,Field3_en,"[0.25090312964677175, 0.4629826266695057, 0.5481228577876054, 0.23258354010744214]",0.5481228577876054,Buildings are smaller,Field3_en,"[0.25090312964677175, 0.45807229409607475, 0.5408460820111278, 0.23258354010744214]",0.5408460820111278,Buildings are smaller,Field3_en,"[-3.6711416360119578, -2.7077578527086352, -2.4067508557516573, -3.6967133384821413]",-2.4067508557516573,Buildings are smaller,Field3_en,"[-0.4667425454902747, -0.3306305521435239, -0.287414070229961, -0.62308996601334]",-0.287414070229961,Buildings are smaller,Field3_en,2I5O3TT1,3TT1,Beton,3,g,3
967,shrinking the elevator shafts,3,"[0.24337137, 0.31218323, 0.3838062, 0.48504275]",0.4850427508354187,Elevators Bliven hang,Field4_en,"[0.21111904, 0.2847369, 0.3535017, 0.49092922]",0.4909292161464691,Elevators Bliven hang,Field4_en,"[0.21877891761729495, 0.2699507632686531, 0.36799131027096865, 0.5103649436793759]",0.5103649436793759,Elevators Bliven hang,Field4_en,"[0.2170729942009594, 0.2645222598180208, 0.35722420577866987, 0.5104906982482648]",0.5104906982482648,Elevators Bliven hang,Field4_en,"[-3.6234437870681284, -3.5088994220003507, -3.272609105881473, -3.2818989751753804]",-3.272609105881473,Buildings are smaller,Field3_en,"[-0.450266108322203, -0.4420163837111574, -0.5145231213796558, -0.7005871428690468]",-0.4420163837111574,Concrete dries out,Field2_en,2I6FH3B,H3B,Beton,0,c,3
968,shrink buildings,3,"[0.2748464, 0.30966622, 0.657358, 0.33136335]",0.6573579907417297,Buildings are smaller,Field3_en,"[0.2748464, 0.304439, 0.7303875, 0.33136335]",0.7303875088691711,Buildings are smaller,Field3_en,"[0.23367301174124547, 0.31559204110171835, 0.5752156826970012, 0.26259268938258923]",0.5752156826970012,Buildings are smaller,Field3_en,"[0.23367301174124547, 0.31023363744761623, 0.5791542166124447, 0.26259268938258923]",0.5791542166124447,Buildings are smaller,Field3_en,"[-3.66186760337162, -3.5641932223418333, -2.1737518712480783, -3.476766234260082]",-2.1737518712480783,Buildings are smaller,Field3_en,"[-0.47852957502501026, -0.4539087532159619, -0.41624356868626844, -0.6473491678770132]",-0.41624356868626844,Buildings are smaller,Field3_en,4I2O3G2,3G2,Beton,3,g,3
969,lift abolished are too small,3,"[0.2352618, 0.28100422, 0.5178027, 0.35529274]",0.5178027153015137,Buildings are smaller,Field3_en,"[0.19380543, 0.17894165, 0.32301754, 0.29026714]",0.32301753759384155,Buildings are smaller,Field3_en,"[0.16317545444318535, 0.19504405241957337, 0.29130978235381644, 0.31618069874905663]",0.31618069874905663,Elevators Bliven hang,Field4_en,"[0.13381213006260054, 0.15451428006695483, 0.2350234860677457, 0.2815226679612458]",0.2815226679612458,Elevators Bliven hang,Field4_en,"[-3.449610683717299, -3.507189879286337, -2.5069376466161355, -3.6069027871107098]",-2.5069376466161355,Buildings are smaller,Field3_en,"[-0.4196565038117036, -0.3968650614035643, -0.41857387925923883, -0.5966540436011336]",-0.3968650614035643,Concrete dries out,Field2_en,5I1FH3A,H3A,Beton,0,c,3
970,building smaller,3,"[0.27375978, 0.30929035, 0.770347, 0.2829197]",0.770346999168396,Buildings are smaller,Field3_en,"[0.27375978, 0.28377816, 0.8548358, 0.2829197]",0.8548358082771301,Buildings are smaller,Field3_en,"[0.24171100164817272, 0.24555677261983633, 0.8447686757692254, 0.28319980829988434]",0.8447686757692254,Buildings are smaller,Field3_en,"[0.24171100164817272, 0.23544593167603217, 0.8529827191867213, 0.28319980829988434]",0.8529827191867213,Buildings are smaller,Field3_en,"[-3.2155642130012514, -3.2665346426260595, -1.7058423113704841, -3.3857615435842274]",-1.7058423113704841,Buildings are smaller,Field3_en,"[-0.4848681491520774, -0.44956342338486743, -0.09108176674388495, -0.6764744610472028]",-0.09108176674388495,Buildings are smaller,Field3_en,5I2F3TT1,3TT1,Beton,3,g,3
971,the concrete is smaller than intended,3,"[0.25380957, 0.4718986, 0.5742676, 0.14932306]",0.5742676258087158,Buildings are smaller,Field3_en,"[0.20251977, 0.50139064, 0.55556154, 0.15945266]",0.5555615425109863,Buildings are smaller,Field3_en,"[0.19544510206193363, 0.4336894620467139, 0.5504916164442833, 0.17841666974575301]",0.5504916164442833,Buildings are smaller,Field3_en,"[0.18441515481576037, 0.4340977801195272, 0.5279763520362267, 0.17777752148861728]",0.5279763520362267,Buildings are smaller,Field3_en,"[-3.2547357357210984, -2.6711785872173315, -2.3114896965948377, -3.5979583741566845]",-2.3114896965948377,Buildings are smaller,Field3_en,"[-0.47163931967515244, -0.32176338707918567, -0.28745799740792777, -0.6292034151773868]",-0.28745799740792777,Buildings are smaller,Field3_en,5I3OV3D,V3D,Beton,3,g,3
972,There is less space in a building,3,"[0.3394116, 0.35627744, 0.5933288, 0.28325105]",0.5933287739753723,Buildings are smaller,Field3_en,"[0.2898699, 0.23796757, 0.5994959, 0.2932748]",0.5994958877563477,Buildings are smaller,Field3_en,"[0.29984413594573384, 0.24300266663026368, 0.606586229530806, 0.32196616483397145]",0.606586229530806,Buildings are smaller,Field3_en,"[0.2841891786730382, 0.1975578756352573, 0.5988680058920627, 0.31048483579964725]",0.5988680058920627,Buildings are smaller,Field3_en,"[-3.080181508171804, -3.101722289015218, -2.5107893139833415, -3.3739610497800325]",-2.5107893139833415,Buildings are smaller,Field3_en,"[-0.383040902295587, -0.36896114080884707, -0.19209307241992452, -0.5757256812535803]",-0.19209307241992452,Buildings are smaller,Field3_en,5I5F3A3,3A3,Beton,0,c,3
973,concrete shrinks,3,"[0.23712553, 0.7028816, 0.34942183, 0.17413981]",0.7028815746307373,Concrete dries out,Field2_en,"[0.23712553, 0.72525334, 0.3297347, 0.17413981]",0.7252533435821533,Concrete dries out,Field2_en,"[0.22609411740519034, 0.6243342991784272, 0.3146612468385386, 0.14057567312771854]",0.6243342991784272,Concrete dries out,Field2_en,"[0.22609411740519034, 0.6195179401074478, 0.29923977321293876, 0.14057567312771854]",0.6195179401074478,Concrete dries out,Field2_en,"[-3.795813587578535, -2.2991790538779364, -3.4967890232371053, -4.066812491850853]",-2.2991790538779364,Concrete dries out,Field2_en,"[-0.5153285817764975, -0.5302947609193452, -0.49292319416657887, -0.5945312278711208]",-0.49292319416657887,Buildings are smaller,Field3_en,7I5F3VA,3VA,Beton,3,g,3
974,if the bad concrete shrink buildings,3,"[0.3146518, 0.6093591, 0.6043719, 0.36073762]",0.609359085559845,Concrete dries out,Field2_en,"[0.29038295, 0.5832333, 0.64523655, 0.36273327]",0.6452365517616272,Buildings are smaller,Field3_en,"[0.2738635909195908, 0.5314979013290937, 0.5876403356569262, 0.32192038229967374]",0.5876403356569262,Buildings are smaller,Field3_en,"[0.2681228081593489, 0.5137331508740958, 0.5837376152091864, 0.31754641787858623]",0.5837376152091864,Buildings are smaller,Field3_en,"[-3.358505345160603, -2.5677889526105626, -2.441056496278412, -3.4649118572184436]",-2.441056496278412,Buildings are smaller,Field3_en,"[-0.44167846145751793, -0.152090080351117, -0.15739344503566707, -0.5918439435102317]",-0.152090080351117,Concrete dries out,Field2_en,8I3F2VB,2VB,Beton,3,g,3
975,Shrink concrete,3,"[0.2236396, 0.6183512, 0.35541573, 0.20726171]",0.6183512210845947,Concrete dries out,Field2_en,"[0.2236396, 0.63735586, 0.36290738, 0.20726171]",0.6373558640480042,Concrete dries out,Field2_en,"[0.21075132681895162, 0.5096995581368657, 0.3578899015088063, 0.18416138178317637]",0.5096995581368657,Concrete dries out,Field2_en,"[0.21075132681895162, 0.5046431605657961, 0.3522859348206998, 0.18416138178317637]",0.5046431605657961,Concrete dries out,Field2_en,"[-3.6900972312204834, -2.3895264526074516, -3.3133863489451203, -3.828512623342037]",-2.3895264526074516,Concrete dries out,Field2_en,"[-0.5038657190817508, -0.5127171688256016, -0.49326475276693504, -0.6003002780200473]",-0.49326475276693504,Buildings are smaller,Field3_en,8I5FH3C,H3C,Beton,3,g,3
976,shrinkage sometimes so bad that concrete up to 12 cm can shrink,3,"[0.25166932, 0.580675, 0.43786556, 0.27386475]",0.5806750059127808,Concrete dries out,Field2_en,"[0.22910653, 0.5444342, 0.34980598, 0.25626594]",0.5444341897964478,Concrete dries out,Field2_en,"[0.2175731381888998, 0.47867154076581403, 0.3536185239293019, 0.21709368895125897]",0.47867154076581403,Concrete dries out,Field2_en,"[0.2060617760785019, 0.4616807337914104, 0.32263795567851794, 0.20491653199499657]",0.4616807337914104,Concrete dries out,Field2_en,"[-3.4220766334743025, -2.8516675492905, -3.0673167959887766, -3.64479496698227]",-2.8516675492905,Concrete dries out,Field2_en,"[-0.40695199738332766, -0.15217527094856767, -0.33887163728221914, -0.5585433579003687]",-0.15217527094856767,Concrete dries out,Field2_en,9I3F3A3,3A3,Beton,0,c,3
977,extra space between walls,3,"[0.29050615, 0.35798112, 0.4534731, 0.32364517]",0.4534730911254883,Buildings are smaller,Field3_en,"[0.265951, 0.31913188, 0.4580733, 0.36034322]",0.45807328820228577,Buildings are smaller,Field3_en,"[0.27081897352216394, 0.30323195463520125, 0.4761538065797466, 0.35870143989838776]",0.4761538065797466,Buildings are smaller,Field3_en,"[0.25826767758715996, 0.29476149872411067, 0.4623940026986559, 0.3693886429971521]",0.4623940026986559,Buildings are smaller,Field3_en,"[-3.4800968265472054, -3.3890590369692988, -3.076331729999044, -3.651149690441132]",-3.076331729999044,Buildings are smaller,Field3_en,"[-0.41235016874083036, -0.3660277559551007, -0.36346788321687323, -0.5792297813680221]",-0.36346788321687323,Buildings are smaller,Field3_en,10I2FHC3,HC3,Beton,0,c,3
978,Shrink concrete,3,"[0.2236396, 0.6183512, 0.35541573, 0.20726171]",0.6183512210845947,Concrete dries out,Field2_en,"[0.2236396, 0.63735586, 0.36290738, 0.20726171]",0.6373558640480042,Concrete dries out,Field2_en,"[0.21075132681895162, 0.5096995581368657, 0.3578899015088063, 0.18416138178317637]",0.5096995581368657,Concrete dries out,Field2_en,"[0.21075132681895162, 0.5046431605657961, 0.3522859348206998, 0.18416138178317637]",0.5046431605657961,Concrete dries out,Field2_en,"[-3.6900972312204834, -2.3895264526074516, -3.3133863489451203, -3.828512623342037]",-2.3895264526074516,Concrete dries out,Field2_en,"[-0.5038657190817508, -0.5127171688256016, -0.49326475276693504, -0.6003002780200473]",-0.49326475276693504,Buildings are smaller,Field3_en,11I3F3VA,3VA,Beton,3,g,3
979,the concrete shrinks by heat,3,"[0.41381556, 0.62876236, 0.39474896, 0.21805672]",0.6287623643875122,Concrete dries out,Field2_en,"[0.41073015, 0.68844414, 0.3076689, 0.24879757]",0.6884441375732422,Concrete dries out,Field2_en,"[0.3896690103746838, 0.6382822200348537, 0.3226788418786111, 0.20286825843387285]",0.6382822200348537,Concrete dries out,Field2_en,"[0.3884784219859077, 0.6364813464721576, 0.299509163190777, 0.20430080464060657]",0.6364813464721576,Concrete dries out,Field2_en,"[-3.1673987515715125, -2.423969195440938, -3.111696307806104, -3.7277585351359845]",-2.423969195440938,Concrete dries out,Field2_en,"[-0.42663346391208723, -0.26451776091521834, -0.46619384164986294, -0.5898298636682923]",-0.26451776091521834,Concrete dries out,Field2_en,11I4FH3C,H3C,Beton,3,g,3
980,"many buildings of concrete does not use too much heat, but they still do",3,"[0.33488595, 0.49867535, 0.58254373, 0.37002298]",0.5825437307357788,Buildings are smaller,Field3_en,"[0.42345625, 0.4946771, 0.59564567, 0.40554595]",0.5956456661224365,Buildings are smaller,Field3_en,"[0.42352122290471594, 0.4945903734135834, 0.5821721692757847, 0.39943954194323694]",0.5821721692757847,Buildings are smaller,Field3_en,"[0.4639384137672796, 0.4799971045895652, 0.5800948197426606, 0.40477003281380375]",0.5800948197426606,Buildings are smaller,Field3_en,"[-3.177362491489836, -2.885775004022892, -2.5808540960378785, -3.364849642567013]",-2.5808540960378785,Buildings are smaller,Field3_en,"[-0.28765842166571914, -0.08896542071405221, -0.09307514820713786, -0.508796365885497]",-0.08896542071405221,Concrete dries out,Field2_en,11I5F3A1,3A1,Beton,0,c,3
981,shrink buildings,3,"[0.2748464, 0.30966622, 0.657358, 0.33136335]",0.6573579907417297,Buildings are smaller,Field3_en,"[0.2748464, 0.304439, 0.7303875, 0.33136335]",0.7303875088691711,Buildings are smaller,Field3_en,"[0.23367301174124547, 0.31559204110171835, 0.5752156826970012, 0.26259268938258923]",0.5752156826970012,Buildings are smaller,Field3_en,"[0.23367301174124547, 0.31023363744761623, 0.5791542166124447, 0.26259268938258923]",0.5791542166124447,Buildings are smaller,Field3_en,"[-3.66186760337162, -3.5641932223418333, -2.1737518712480783, -3.476766234260082]",-2.1737518712480783,Buildings are smaller,Field3_en,"[-0.47852957502501026, -0.4539087532159619, -0.41624356868626844, -0.6473491678770132]",-0.41624356868626844,Buildings are smaller,Field3_en,11I5FH3A,H3A,Beton,3,g,3
982,dry concrete,3,"[0.26986822, 0.7636541, 0.24498214, 0.21814865]",0.7636541128158569,Concrete dries out,Field2_en,"[0.26986822, 0.7804157, 0.24024154, 0.21814865]",0.7804157137870789,Concrete dries out,Field2_en,"[0.27648671325792934, 0.7008926907858337, 0.25276027632893705, 0.21245260306185484]",0.7008926907858337,Concrete dries out,Field2_en,"[0.27648671325792934, 0.6941800238594188, 0.2453527724826774, 0.21245260306185484]",0.6941800238594188,Concrete dries out,Field2_en,"[-3.4974090924425125, -2.0809265601680447, -3.4669314666739783, -3.7856675874619485]",-2.0809265601680447,Concrete dries out,Field2_en,"[-0.5071971870359948, -0.45293602572517194, -0.5255802880781085, -0.5934516160457396]",-0.45293602572517194,Concrete dries out,Field2_en,11I6F2VB,2VB,Beton,0,c,3
983,concrete shrinks,3,"[0.23712553, 0.7028816, 0.34942183, 0.17413981]",0.7028815746307373,Concrete dries out,Field2_en,"[0.23712553, 0.72525334, 0.3297347, 0.17413981]",0.7252533435821533,Concrete dries out,Field2_en,"[0.22609411740519034, 0.6243342991784272, 0.3146612468385386, 0.14057567312771854]",0.6243342991784272,Concrete dries out,Field2_en,"[0.22609411740519034, 0.6195179401074478, 0.29923977321293876, 0.14057567312771854]",0.6195179401074478,Concrete dries out,Field2_en,"[-3.795813587578535, -2.2991790538779364, -3.4967890232371053, -4.066812491850853]",-2.2991790538779364,Concrete dries out,Field2_en,"[-0.5153285817764975, -0.5302947609193452, -0.49292319416657887, -0.5945312278711208]",-0.49292319416657887,Buildings are smaller,Field3_en,14I3FA3A,A3A,Beton,3,g,3
