Field,Field_correct,Field_en,Field_correct_en,Accuracy_score,Code,Fieldname
Verdwijnen rimpels op het gezicht,Mensen zien er jonger uit,Vanish wrinkles on the face,People look younger,3,g,Botox;Field3
Kan je emotie veranderen,Mensen zien er jonger uit,Can you change emotion,People look younger,0,c,Botox;Field3
veel mensen gebruiken botox voor cometische bedoelingen,Mensen zien er jonger uit,many people use Botox to come extremist intentions,People look younger,0,c,Botox;Field3
lijken ze vaak jonger,Mensen zien er jonger uit,they often appear younger,People look younger,4a,g,Botox;Field3
ziet men er jonger uit,Mensen zien er jonger uit,it looks younger,People look younger,4a,g,Botox;Field3
verdwijnen de rimpels rond hun ogen en verlammen de spieren in hun ogen,Mensen zien er jonger uit,eliminate the wrinkles around their eyes and paralyze the muscles in their eyes,People look younger,3,g,Botox;Field3
jonger uitzien,Mensen zien er jonger uit,look younger,People look younger,4a,g,Botox;Field3
een gladde huid (huid zonder rimpels),Mensen zien er jonger uit,smooth skin (skin without wrinkles),People look younger,0,c,Botox;Field3
je ziet er jonger uit,Mensen zien er jonger uit,you look younger,People look younger,4a,g,Botox;Field3
mensen hebben geen rimpels meer,Mensen zien er jonger uit,people have no more wrinkles,People look younger,3,g,Botox;Field3
hierdoor krijg je een jeugdigere uitstraling,Mensen zien er jonger uit,thus you get a younger look,People look younger,4a,g,Botox;Field3
gaan mensen naar de plastichurgie,Mensen zien er jonger uit,people go to the plastichurgie,People look younger,0,c,Botox;Field3
krijgen mensen een gladde huid,Mensen zien er jonger uit,people get a smooth skin,People look younger,0,c,Botox;Field3
Ongewenste gezichtsuitdrukking,Mensen zien er jonger uit,Unwanted facial expressions,People look younger,4b,g,Botox;Field3
maakt je jonger,Mensen zien er jonger uit,makes you look younger,People look younger,4a,g,Botox;Field3
geen rimpels,Mensen zien er jonger uit,no wrinkles,People look younger,3,g,Botox;Field3
helpt het tegen een trillende spier,Mensen zien er jonger uit,it helps against a vibrant muscle,People look younger,0,c,Botox;Field3
soms ontgewenste gezichtsuitdrukking,Mensen zien er jonger uit,sometimes ontgewenste expression,People look younger,4b,g,Botox;Field3
een bij een overdosis mensen overlijden,Mensen zien er jonger uit,death by overdose people,People look younger,0,c,Botox;Field3
zie je er jonger uit,Mensen zien er jonger uit,you look younger,People look younger,4a,g,Botox;Field3
vult het rimpels op,Mensen zien er jonger uit,it fills in wrinkles,People look younger,3,g,Botox;Field3
gaan rimpels tijdenlijk weg,Mensen zien er jonger uit,go wrinkles time corpse,People look younger,3,g,Botox;Field3
kun je harde oogknipperingen weg laten halen,Mensen zien er jonger uit,eye blinking hard you let get away,People look younger,2,g,Botox;Field3
mensen zien er jonger uit,Mensen zien er jonger uit,people look younger,People look younger,4a,g,Botox;Field3
zien mensen er jonger uit,Mensen zien er jonger uit,see people younger,People look younger,4a,g,Botox;Field3
is het verboden voor je,Mensen zien er jonger uit,it is forbidden for you,People look younger,0,c,Botox;Field3
Wordt gebruikt door plastische chirurgen,Mensen zien er jonger uit,It is used by plastic surgeons,People look younger,0,c,Botox;Field3
goed functioneren,Mensen zien er jonger uit,function well,People look younger,0,c,Botox;Field3
kun je een gezichtsuitdrukking krijgen die je niet wil,Mensen zien er jonger uit,you can get a facial expression that you do not want,People look younger,4b,g,Botox;Field3
wordt het gebruikt om rimpels glad te strijken,Mensen zien er jonger uit,it is used to smooth wrinkles,People look younger,3,g,Botox;Field3
andere gezichtsuitdrukking,Mensen zien er jonger uit,Another expression,People look younger,4b,g,Botox;Field3
Kun je een andere gezichtsuitdrukking krijgen,Mensen zien er jonger uit,Can you get a different facial expression,People look younger,4b,g,Botox;Field3
Kan ongewenste gezichtsuitdrukkingen veroorzaken,Mensen zien er jonger uit,Can cause unwanted facial expressions,People look younger,4b,g,Botox;Field3
gezicht kan er anders uit zien,Mensen zien er jonger uit,face may look different,People look younger,4b,g,Botox;Field3
Minder getrek,Mensen zien er jonger uit,less Pulls,People look younger,0,c,Botox;Field3
slappe huid,Mensen zien er jonger uit,sagging skin,People look younger,0,c,Botox;Field3
Rimpels weg,Mensen zien er jonger uit,wrinkles away,People look younger,3,g,Botox;Field3
kunnen mensen een ongewenste uitdrukking krijgen,Mensen zien er jonger uit,people can get an unwanted expression,People look younger,4b,g,Botox;Field3
ongewenste gezichtsuitdrukking ontstaat,Mensen zien er jonger uit,unwanted facial expression occurs,People look younger,4b,g,Botox;Field3
kan het een andere gezichtsuitdrukking opleveren,Mensen zien er jonger uit,it can be a different facial expression,People look younger,4b,g,Botox;Field3
Zie je er jonger uit,Mensen zien er jonger uit,You look younger,People look younger,4a,g,Botox;Field3
geen emotie,Mensen zien er jonger uit,no emotion,People look younger,0,c,Botox;Field3
Lijk je jonger en dat willen veel mensen,Mensen zien er jonger uit,You seem younger and want a lot of people,People look younger,4a,g,Botox;Field3
Kan je minder mooi worden,Mensen zien er jonger uit,Can you be so nice,People look younger,0,c,Botox;Field3
Andere gezichtsuitdrukking,Mensen zien er jonger uit,Other expression,People look younger,4b,g,Botox;Field3
word mooier en rimpel vrij van,Mensen zien er jonger uit,become more beautiful and wrinkle-free,People look younger,3,g,Botox;Field3
kan je gezichtsuitdrukking veranderen,Mensen zien er jonger uit,you can change facial expressions,People look younger,4b,g,Botox;Field3
Wordt het geburikt als je te hard knippert met je ogen,Mensen zien er jonger uit,If the geburikt if you blink too hard with your eyes,People look younger,2,g,Botox;Field3
gezichtsuitdrukking verandert ongewenst,Mensen zien er jonger uit,facial expression changes undesirably,People look younger,4b,g,Botox;Field3
kan de gezichtsuitdrukking ongewenst verandert worden,Mensen zien er jonger uit,the facial expression changes can be undesirable,People look younger,4b,g,Botox;Field3
kan het er heel raar en onnatuurlijk uit kunnen zien,Mensen zien er jonger uit,it can might look very strange and unnatural,People look younger,0,c,Botox;Field3
niet meer hard knipperen met je oog,Mensen zien er jonger uit,not blinking hard with your eye,People look younger,0,c,Botox;Field3
lijken mensen jonger,Mensen zien er jonger uit,people look younger,People look younger,4a,g,Botox;Field3
de lijntjes van bijvoorbeeld het lachen verdwijnen,Mensen zien er jonger uit,"the lines of, for example laughter disappear",People look younger,0,c,Botox;Field3
je ziet er jonger uit,Mensen zien er jonger uit,you look younger,People look younger,4a,g,Botox;Field3
Zijn 28 mensen overleden,Mensen zien er jonger uit,deceased 28 people,People look younger,0,c,Botox;Field3
knijpen mensen ogen niet meer samen,Mensen zien er jonger uit,pinching people eyes no longer together,People look younger,2,g,Botox;Field3
Kan de gezichtsuitdrukking verpest worden,Mensen zien er jonger uit,Can the expression be ruined,People look younger,4b,g,Botox;Field3
zie je er jonger uit,Mensen zien er jonger uit,you look younger,People look younger,4a,g,Botox;Field3
Wordt je huid voller,Mensen zien er jonger uit,Is your skin plumper,People look younger,0,c,Botox;Field3
kan mis gaan en kunnen er gewonden vallen,Mensen zien er jonger uit,can go wrong and there may be injured,People look younger,0,c,Botox;Field3
kan je geen gezichtuitdrukking zien,Mensen zien er jonger uit,you can not see facial expressions,People look younger,4b,g,Botox;Field3
word het gebruikt voor plastische chirurgie,Mensen zien er jonger uit,is it used for plastic surgery,People look younger,0,c,Botox;Field3
kan de gezichtsuidrukking ongewenst veranderen,Mensen zien er jonger uit,the gezichtsuidrukking may change undesirably,People look younger,4b,g,Botox;Field3
blijft de huid rimpelloos,Mensen zien er jonger uit,skin without wrinkles,People look younger,3,g,Botox;Field3
je raakt gewent aan de luxe,Mensen wennen snel aan luxe,you get used to the luxury,People get used to luxury,3,g,Geld;Field3
wil men uiteindelijk altijd meer dan ze hebben,Mensen wennen snel aan luxe,they eventually always want more than they have,People get used to luxury,0,c,Geld;Field3
hij wil weer meer maar kan het niet krijgen,Mensen wennen snel aan luxe,he wants more again but can not get it,People get used to luxury,0,c,Geld;Field3
steeds meer geld nodig om gelukkig te worden,Mensen wennen snel aan luxe,more and more money to be happy,People get used to luxury,0,c,Geld;Field3
raken gewend aan luxe,Mensen wennen snel aan luxe,become accustomed to luxury,People get used to luxury,3,g,Geld;Field3
kort gevoel van geluk,Mensen wennen snel aan luxe,brief sense of happiness,People get used to luxury,2,g,Geld;Field3
heeft men meer nodig om gelukkig te worden,Mensen wennen snel aan luxe,we need more to be happy,People get used to luxury,0,c,Geld;Field3
Word je steeds minder gelukkig,Mensen wennen snel aan luxe,Are you less happy,People get used to luxury,0,c,Geld;Field3
Daarom maakt geld een persoon niet gelukkig,Mensen wennen snel aan luxe,"Therefore, money makes a person happy",People get used to luxury,5,g,Geld;Field3
niet tevreden,Mensen wennen snel aan luxe,displeased,People get used to luxury,0,c,Geld;Field3
wen je er snel aan,Mensen wennen snel aan luxe,wen you quickly,People get used to luxury,3,g,Geld;Field3
Wordt je niet gelukkig van geld,Mensen wennen snel aan luxe,You will not be happy with money,People get used to luxury,0,c,Geld;Field3
wen je aan rijk zijn,Mensen wennen snel aan luxe,you get used to his empire,People get used to luxury,3,g,Geld;Field3
wil een persoon m veel geld steeds weer nieuwe dingen kopen,Mensen wennen snel aan luxe,m person wants a lot of money always buy new things,People get used to luxury,0,c,Geld;Field3
Mensen raken snel gewend aan luxe,Mensen wennen snel aan luxe,People quickly get used to luxury,People get used to luxury,3,g,Geld;Field3
maakt geld maar kort gelukkig,Mensen wennen snel aan luxe,make money but fortunately brief,People get used to luxury,0,c,Geld;Field3
als een mense geld hoeft went het al snel,Mensen wennen snel aan luxe,as a peopl money does get used to it quickly,People get used to luxury,0,c,Geld;Field3
veel spectaculaire en leuke dingen doen,Mensen wennen snel aan luxe,many spectacular and fun things,People get used to luxury,0,c,Geld;Field3
de mens is snel gewend aan luxe,Mensen wennen snel aan luxe,Man is quickly accustomed to luxury,People get used to luxury,3,g,Geld;Field3
Je went dus snel aan de luxe,Mensen wennen snel aan luxe,You get used so quickly to the luxury,People get used to luxury,3,g,Geld;Field3
ze raken gewend aan de luxe,Mensen wennen snel aan luxe,they get used to the luxury,People get used to luxury,3,g,Geld;Field3
mensen kopen ook drank om zich tevreden te voelen,Mensen wennen snel aan luxe,People also buy drinks to feel satisfied,People get used to luxury,0,c,Geld;Field3
worden ze gewend aan het geld,Mensen wennen snel aan luxe,they are accustomed to money,People get used to luxury,3,g,Geld;Field3
Hebben bestemming bedacht van te voren voor het geld,Mensen wennen snel aan luxe,Have devised destination in advance for the money,People get used to luxury,0,c,Geld;Field3
"hoe meer geld je hebt, hoe meer je wilt",Mensen wennen snel aan luxe,"The more money you have, the more you want",People get used to luxury,0,c,Geld;Field3
omdat ze er aan gewent raken,Mensen wennen snel aan luxe,because they become habituated to,People get used to luxury,3,g,Geld;Field3
wen je snel aan de luxe.,Mensen wennen snel aan luxe,wen you quickly to the luxury.,People get used to luxury,3,g,Geld;Field3
in 1 keer veel geld krijgen maakt je niet gelukkiger,Mensen wennen snel aan luxe,at one time a lot of money does not make you happier,People get used to luxury,0,c,Geld;Field3
je wilt steeds meer,Mensen wennen snel aan luxe,You want more and more,People get used to luxury,0,c,Geld;Field3
mensen kan haar kort gevoel van geluk of ongeluk ervaren,Mensen wennen snel aan luxe,people can experience its brief sense of happiness or unhappiness,People get used to luxury,2,g,Geld;Field3
willen mensen dit gevoel langer vasthouden,Mensen wennen snel aan luxe,People want longer hold this feeling,People get used to luxury,0,c,Geld;Field3
je went snel aan geld/alcohol: 'geluk',Mensen wennen snel aan luxe,You quickly get used to money / alcohol: 'happiness',People get used to luxury,0,c,Geld;Field3
De mens went aan het geluk,Mensen wennen snel aan luxe,The man went to the happiness,People get used to luxury,2,g,Geld;Field3
Gewenning,Mensen wennen snel aan luxe,Habituation,People get used to luxury,3,g,Geld;Field3
neem je niet genoeg met minder en raak je gewend aan de luxe,Mensen wennen snel aan luxe,take enough with less and you get used to the luxury,People get used to luxury,3,g,Geld;Field3
Doen mee aand lotto's,Mensen wennen snel aan luxe,Join press lotteries,People get used to luxury,0,c,Geld;Field3
meer aandacht voor geld dan voor familie en vrienden,Mensen wennen snel aan luxe,more attention than money for family and friends,People get used to luxury,4b,g,Geld;Field3
